name,address,phone,rating,reviewCount,category,mapsUrl,status,scrapedAt,outreach
Sheep IN Wolf Clothes,"298 Eves St, Jeanerette, LA 70544, USA",(504) 689-9268,,0,beauty_salon,https://www.google.com/maps/place/?q=place_id:ChIJORqB0vCRI4YRBp5E0mPUTGU,OPERATIONAL,2026-03-28T17:46:47.055Z,"Hi there,

I noticed that Sheep IN Wolf Clothes doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have reviews on Google that are bringing people in. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Dana’s Hair Care,"315 W 6th Ave, Oberlin, LA 70655, USA",,,0,beauty_salon,https://www.google.com/maps/place/?q=place_id:ChIJc6h0SwA9O4YR3DSWt-tftcM,OPERATIONAL,2026-03-28T17:46:47.327Z,"Hi there,

I noticed that Dana’s Hair Care doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have reviews on Google that are bringing people in. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Dr. Louis Mes Plastic Surgery,"917 Coolidge St, Lafayette, LA 70503, USA",(337) 504-4336,4,2,spa,https://www.google.com/maps/place/?q=place_id:ChIJn7s9iO6cJIYR1LQX-R48uPs,OPERATIONAL,2026-03-28T17:49:51.748Z,"Hi there,

I noticed that Dr. Louis Mes Plastic Surgery doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 4⭐ rating with 2 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Zen Spa,"1904 W Pinhook Rd #102, Lafayette, LA 70508, USA",(337) 277-5634,5,8,spa,https://www.google.com/maps/place/?q=place_id:ChIJf5h-xh2dJIYRfgnZVvyTzkM,OPERATIONAL,2026-03-28T17:49:51.748Z,"Hi there,

I noticed that Zen Spa doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 5⭐ rating with 8 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Bodie Goddess LLC,"1018 Harding St ste 201 E, Lafayette, LA 70501, USA",(337) 581-3587,5,6,spa,https://www.google.com/maps/place/?q=place_id:ChIJeVaK0Gg-eqMRncGn-Kiy6C0,CLOSED_TEMPORARILY,2026-03-28T17:49:53.931Z,"Hi there,

I noticed that Bodie Goddess LLC doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 5⭐ rating with 6 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Asian Massage,"2512 Johnston St, Lafayette, LA 70503, USA",(337) 446-3389,4.5,26,spa,https://www.google.com/maps/place/?q=place_id:ChIJU84KwlycJIYRGBPVJRjV7oA,OPERATIONAL,2026-03-28T17:49:53.931Z,"Hi there,

I noticed that Asian Massage doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 4.5⭐ rating with 26 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Cryo Studio,"345 Doucet Rd #230, Lafayette, LA 70503, USA",(337) 257-0241,5,1,spa,https://www.google.com/maps/place/?q=place_id:ChIJLUSXc8adJIYRnOd9vxw9hz0,OPERATIONAL,2026-03-28T17:49:56.134Z,"Hi there,

I noticed that Cryo Studio doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 5⭐ rating with 1 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Looking Good Nails & Spa,"3302 Johnston St, Lafayette, LA 70503, USA",(337) 706-7777,4.4,140,spa,https://www.google.com/maps/place/?q=place_id:ChIJt_2XiDmcJIYRI6x7E1dowIw,OPERATIONAL,2026-03-28T17:49:56.134Z,"Hi there,

I noticed that Looking Good Nails & Spa doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 4.4⭐ rating with 140 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Rose,"117 Industrial Pkwy, Lafayette, LA 70508, USA",(832) 788-0338,5,3,spa,https://www.google.com/maps/place/?q=place_id:ChIJJwbO08ydJIYRw5pHl-L9ick,OPERATIONAL,2026-03-28T17:49:56.134Z,"Hi there,

I noticed that Rose doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 5⭐ rating with 3 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Fancee Femme Aesthetics,"850 Kaliste Saloom Rd Suite 207, Lafayette, LA 70508, USA",(337) 281-6899,5,2,spa,https://www.google.com/maps/place/?q=place_id:ChIJm2pQzR2dJIYRuxDVjUJpezc,OPERATIONAL,2026-03-28T17:49:56.134Z,"Hi there,

I noticed that Fancee Femme Aesthetics doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 5⭐ rating with 2 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
JMiller Body,"850 Kaliste Saloom Rd Ste 112, Lafayette, LA 70508, USA",(337) 889-7711,5,8,spa,https://www.google.com/maps/place/?q=place_id:ChIJP1aQ5zqdJIYRE-EWlkS__m8,OPERATIONAL,2026-03-28T17:49:56.134Z,"Hi there,

I noticed that JMiller Body doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 5⭐ rating with 8 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
CPN Massage,"850 Kaliste Saloom Rd Suite #105, Lafayette, LA 70508, USA",(337) 523-6779,5,3,spa,https://www.google.com/maps/place/?q=place_id:ChIJZ2Ke9XmdJIYRJK2O3TrO8eQ,OPERATIONAL,2026-03-28T17:49:56.134Z,"Hi there,

I noticed that CPN Massage doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 5⭐ rating with 3 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Total Body Contour Med Spa,"505 Loire Ave, Lafayette, LA 70507, USA",(337) 806-7731,5,1,spa,https://www.google.com/maps/place/?q=place_id:ChIJNxCoH_iaJIYRX3jhqXlOjZ4,OPERATIONAL,2026-03-28T17:49:56.438Z,"Hi there,

I noticed that Total Body Contour Med Spa doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 5⭐ rating with 1 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Sun Massage,"4422 Ambassador Caffery Pkwy Suite D, Lafayette, LA 70508, USA",(337) 889-9158,4.8,87,spa,https://www.google.com/maps/place/?q=place_id:ChIJKYUO596dJIYRZ44QQNI_Ug0,OPERATIONAL,2026-03-28T17:50:00.983Z,"Hi there,

I noticed that Sun Massage doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 4.8⭐ rating with 87 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Natural Massage,"924 Kaliste Saloom Rd Ste E, Lafayette, LA 70508, USA",(337) 456-2409,3.7,12,spa,https://www.google.com/maps/place/?q=place_id:ChIJp7BtUQadJIYRSOJPmGGUso4,OPERATIONAL,2026-03-28T17:50:03.180Z,"Hi there,

I noticed that Natural Massage doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 3.7⭐ rating with 12 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Aqua Chi detox foot bath,"134 Mathews Blvd, Lafayette, LA 70508, USA",(866) 478-9087,,0,spa,https://www.google.com/maps/place/?q=place_id:ChIJd-5iQwydJIYRDpcLsk61j2c,OPERATIONAL,2026-03-28T17:50:03.180Z,"Hi there,

I noticed that Aqua Chi detox foot bath doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have reviews on Google that are bringing people in. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
